Time,Time Code,Country Name,Country Code,Real interest rate (%) [FR.INR.RINR],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]",Government Effectiveness: Percentile Rank [GE.PER.RNK],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],"Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]"
2002,YR2002,Argentina,ARG,..,-2776050000,48.1081085205078,28.3825969991682,10.2066467144411
2002,YR2002,Austria,AUT,..,..,95.1351318359375,45.31938619858,1.56277441149196
2002,YR2002,Australia,AUS,3.42491500912025,-7681971734.88822,90.8108139038086,20.7266612553969,3.94502714007345
2002,YR2002,Belgium,BEL,..,-9199049496.12605,96.2162170410156,70.8312976956765,1.03313414275776
2002,YR2002,Brazil,BRA,48.3404374454115,-14108096193.114,56.2162170410156,14.2305902713775,5.47527489339298
2002,YR2002,Bulgaria,BGR,5.16085220850796,-876321850.153046,59.4594612121582,33.6473037196123,9.71056962763958
2002,YR2002,Canada,CAN,2.91416358745355,4749229277.95075,94.594596862793,40.0586585930818,1.98762322116267
2002,YR2002,Colombia,COL,9.77520490167072,-1276872386.04946,40,14.8155696775272,8.51000517684848
2002,YR2002,Chile,CHL,4.27461225161684,-2206769652.97625,83.7837829589844,32.2572203541974,4.06503324754124
2002,YR2002,China,CHN,4.67972434460637,-46789569178.7806,52.4324340820312,22.6446280318572,13.3014877126424
2002,YR2002,Costa Rica,CRI,15.1473285612858,-590835689.593254,63.2432441711426,39.2245352070616,8.42775029018437
2002,YR2002,Cyprus,CYP,..,-555395904.145217,86.4864883422852,62.4053120319487,3.78825964758719
2002,YR2002,Croatia,HRV,8.66270733023583,-411785207.82629,63.7837829589844,35.8911884577626,4.84213930685667
2002,YR2002,Denmark,DNK,..,-1781036187.82995,99.4594573974609,45.7044791859005,1.7811164321679
2002,YR2002,Dominican Republic,DOM,17.8958206645937,-916800000,43.7837829589844,30.724010155589,6.80511921829037
2002,YR2002,Estonia,EST,..,-152577825.511914,73.5135116577148,57.9558790066704,3.55352070544501
2002,YR2002,Finland,FIN,..,-756942687.965904,100,39.1350026265102,2.67230580660803
2002,YR2002,France,FRA,..,1451944337.96749,88.6486511230469,27.5310502579308,2.01085885192927
2002,YR2002,Germany,DEU,..,-34067396991.4993,91.3513488769531,32.5925791130602,0.900496788164431
2002,YR2002,Greece,GRC,..,615448852.936818,75.1351318359375,20.1128547276336,4.98711360482813
2002,YR2002,"Hong Kong SAR, China",HKG,8.80560129911972,9500965832.40514,87.0270233154297,132.076763164041,0.0881032820206869
2002,YR2002,Hungary,HUN,1.92186301468325,-2470516243.31789,81.6216201782227,58.1369735753857,4.26079504256631
2002,YR2002,India,IND,7.90717718897463,-3947895991.54349,50.8108100891113,14.2643839243147,19.5345432709546
2002,YR2002,Iceland,ISL,8.96792018463602,250310280.444481,97.8378372192383,35.5152001018962,7.49401211697476
2002,YR2002,Indonesia,IDN,12.322412494084,-145085548.722222,37.2972984313965,32.6876208878375,16.3196689664379
2002,YR2002,Ireland,IRL,..,..,89.1891860961914,90.449477107344,1.7353084894094
2002,YR2002,Israel,ISR,..,-601700000,82.7027053833008,31.8518325779877,1.81954745476734
2002,YR2002,Jamaica,JAM,8.63355883873942,-407200000,54.0540542602539,32.7619513128115,5.5443040664747
2002,YR2002,Japan,JPN,3.30182293293883,19344378431.0937,82.1621627807617,10.8554456072287,1.37649059914159
2002,YR2002,Italy,ITA,3.15873855355089,-5733738820.62911,74.594596862793,24.4074673383008,2.37138225861722
2002,YR2002,"Korea, Rep.",KOR,3.62604404098715,-2037900000,76.2162170410156,29.7727544096379,3.20680203781807
2002,YR2002,Latvia,LVA,..,-206816279.734559,67.0270233154297,36.5395744771967,4.49884105674688
2002,YR2002,Lithuania,LTU,..,-694779014.95193,67.5675659179688,47.403784740333,4.77513123922724
2002,YR2002,Luxembourg,LUX,..,9185204260.98826,98.9189224243164,136.361720123078,0.690661512047414
2002,YR2002,Malta,MLT,3.22469389301354,400886545.976632,83.2432403564453,113.402295694212,2.13319833723109
2002,YR2002,Mexico,MEX,2.56725076251463,-23196603711,60.5405387878418,21.851761920846,3.11036172604975
2002,YR2002,Netherlands,NLD,0.180968513378638,6306794973.96276,96.7567596435547,60.148422487264,2.07767536621722
2002,YR2002,Norway,NOR,..,4728193574.39805,94.0540542602539,40.4688823606507,1.47384034088911
2002,YR2002,Peru,PER,20.6338458601459,-2155836814.73346,43.2432441711426,17.2748078529874,7.52396323647705
2002,YR2002,Philippines,PHL,4.70819992469216,-1477000000,51.8918914794922,40.0056799440289,13.4484134145704
2002,YR2002,Poland,POL,..,-3901000000,66.4864883422852,28.7131224037015,2.7257594673325
2002,YR2002,Portugal,PRT,..,-1967623384.51795,85.405403137207,27.0733622325977,2.72289086156617
2002,YR2002,Romania,ROU,10.357989375454,-1128000000,49.7297286987305,24.0130293587441,11.3424376853187
2002,YR2002,Russian Federation,RUS,0.0329353853463892,58820000,44.3243255615234,35.2125940630626,5.56571375282766
2002,YR2002,Slovenia,SVN,..,-1508300000,75.6756744384766,52.3211874668638,2.97920281086595
2002,YR2002,Czechia,CZE,3.89373823728846,-8285212458.94275,81.0810775756836,45.0041286043534,2.65958672335973
2002,YR2002,Slovak Republic,SVK,..,-4100939036.19803,69.7297286987305,56.9704951847734,2.04289904767007
2002,YR2002,Sri Lanka,LKA,4.67658524491004,-185050000,54.5945930480957,34.9133301978336,14.2793225360883
2002,YR2002,Sweden,SWE,4.18016669564915,-1714855120.2823,98.3783798217773,41.2470904455775,1.89967733195399
2002,YR2002,Thailand,THA,..,-3170876704.55484,61.0810813903809,60.6457526009701,8.6921781801026
2002,YR2002,Trinidad and Tobago,TTO,18.6395676414552,-901400000,64.3243255615234,..,1.39847219754841
2002,YR2002,Turkiye,TUR,..,-939000000,57.8378372192383,25.1051190164424,10.1907585574088
2002,YR2002,United States,USA,3.0732472423635,67930000000,89.7297286987305,9.13138565379718,0.973712301131986
2002,YR2002,United Kingdom,GBR,1.83824075881401,31141421727.9504,92.4324340820312,24.5103610004373,0.892198425601311
2002,YR2002,Uruguay,URY,93.9150781315778,-180007883.914075,72.4324340820312,20.6216724821799,7.52965904535852
2002,YR2002,"Venezuela, RB",VEN,2.67218994668373,244000000,15.6756753921509,30.4335705492145,3.84704619241777
2002,YR2002,Switzerland,CHE,..,1799191574.95726,97.2972946166992,48.5596411646909,0.933658141892988
2002,YR2002,Spain,ESP,..,-6363009858.30798,92.9729766845703,26.553994919632,3.48901743975068
2002,YR2002,South Africa,ZAF,2.85418551575979,-1882067009.93899,72.9729766845703,28.4311672176802,2.95697182549084
2002,YR2002,Singapore,SGP,6.29924790489969,-3321924916.67078,93.5135116577148,184.086118066532,0.0710328000140014
2002,YR2002,New Zealand,NZL,6.85735838344097,-1441864001.89419,91.8918914794922,32.8470717038637,5.85289352793662
2002,YR2002,Malaysia,MYS,3.29631237075615,-1298684210.52632,80.5405426025391,108.305302795051,8.98508140381459
2002,YR2002,Ecuador,ECU,..,-783261009.55,22.7027034759521,25.7144168795696,9.43400389965372
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 11/13/2024,,,,,,,,
